ano,id_municipio,bioma,area_total,desmatado,vegetacao_natural,nao_vegetacao_natural,hidrografia,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss,nota,ranking,valor_extracao_vegetal_total
2019,1504604,Amazônia,872.35072,491.2,136.2,169.6,75.4,378747.0,12590.0,366157.0,144230.0,16153.0,61182.0,144592.0,,,32106.0
2010,1504604,Amazônia,872.35072,488.9,138.5,169.6,75.4,128841.0,3284.0,125557.0,51509.0,4116.0,20420.0,49513.0,,,34016.0
2007,1504505,Amazônia,6777.37728,149.7,5920.3,168.2,539.2,41245.0,735.0,40511.0,7212.0,939.0,5669.0,26690.0,,,1152.0
2002,1504505,Amazônia,6777.37728,142.7,5927.3,168.2,539.2,26881.0,587.0,26294.0,5150.0,1153.0,2876.0,17115.0,,,1233.0
2019,1504505,Amazônia,6777.37728,168.1,5901.9,168.2,539.2,180022.0,4595.0,175428.0,21573.0,5205.0,25285.0,123365.0,,,3084.0
2020,1504505,Amazônia,6777.37728,170.3,5899.7,168.2,539.2,196394.0,4225.0,192169.0,25980.0,5246.0,21953.0,138991.0,,,3852.0
2010,1504505,Amazônia,6777.37728,155.3,5914.7,168.2,539.2,69232.0,1405.0,67828.0,11662.0,1825.0,7706.0,46635.0,,,5082.0
2017,1504505,Amazônia,6777.37728,163.9,5906.1,168.2,539.2,169796.0,3388.0,166408.0,25238.0,4583.0,21305.0,115282.0,,,3528.0
2004,1504505,Amazônia,6777.37728,147.1,5922.9,168.2,539.2,33145.0,564.0,32581.0,6183.0,987.0,3453.0,21957.0,,,1244.0
2008,1504505,Amazônia,6777.37728,154.2,5915.8,168.2,539.2,43993.0,732.0,43262.0,8060.0,1157.0,5790.0,28254.0,,,1120.0
2005,1504505,Amazônia,6777.37728,147.9,5922.1,168.2,539.2,36985.0,632.0,36353.0,6825.0,864.0,4113.0,24551.0,,,1138.0
2009,1504505,Amazônia,6777.37728,154.3,5915.7,168.2,539.2,49198.0,856.0,48342.0,8825.0,1227.0,6907.0,31383.0,,,1268.0
2013,1504505,Amazônia,6777.37728,158.5,5911.5,168.2,539.2,124602.0,2493.0,122110.0,20401.0,3438.0,15631.0,82639.0,,,4475.0
2016,1504505,Amazônia,6777.37728,161.0,5909.0,168.2,539.2,170140.0,3447.0,166694.0,41226.0,5267.0,21845.0,98355.0,,,3681.0
2015,1504505,Amazônia,6777.37728,160.4,5909.6,168.2,539.2,140741.0,3005.0,137736.0,20188.0,4417.0,18754.0,94378.0,,,4037.0
2011,1504505,Amazônia,6777.37728,155.7,5914.3,168.2,539.2,84585.0,1458.0,83127.0,13772.0,2271.0,9813.0,57270.0,,,4580.0
2018,1504505,Amazônia,6777.37728,165.5,5904.5,168.2,539.2,178066.0,3388.0,174678.0,25686.0,5767.0,24348.0,118878.0,,,3667.0
2006,1504505,Amazônia,6777.37728,149.5,5920.5,168.2,539.2,41825.0,720.0,41105.0,7519.0,978.0,4558.0,28050.0,,,1167.0
2014,1504505,Amazônia,6777.37728,160.1,5909.9,168.2,539.2,134299.0,2736.0,131563.0,18769.0,3985.0,18189.0,90620.0,,,4790.0
2021,1504505,Amazônia,6777.37728,172.1,5897.9,168.2,539.2,216855.0,4339.0,212516.0,31533.0,6086.0,22304.0,152593.0,,,5640.0
2012,1504505,Amazônia,6777.37728,157.9,5912.1,168.2,539.2,102149.0,2133.0,100016.0,17113.0,521.0,13368.0,69014.0,,,3996.0
2003,1504505,Amazônia,6777.37728,143.1,5926.9,168.2,539.2,29564.0,705.0,28860.0,5515.0,753.0,2902.0,19690.0,,,1409.0
2005,1505486,Amazônia,11834.39546,3960.8,7873.6,0.0,0.0,112736.0,3624.0,109111.0,45516.0,13497.0,17948.0,32149.0,,,1765.0
2009,1505486,Amazônia,11834.39546,4701.3,7133.1,0.0,0.0,187315.0,6976.0,180339.0,63575.0,16928.0,34185.0,65651.0,,,1318.0
2018,1505486,Amazônia,11834.39546,5929.9,5904.5,0.0,0.0,595519.0,25692.0,569827.0,241630.0,25374.0,119898.0,182925.0,,,17.0
2019,1505486,Amazônia,11834.39546,6241.9,5592.5,0.0,0.0,677086.0,27684.0,649402.0,300935.0,29038.0,124664.0,194765.0,,,3252.0
2002,1505486,Amazônia,11834.39546,3215.9,8618.5,0.0,0.0,75304.0,1703.0,73601.0,37850.0,3202.0,10787.0,21762.0,,,1508.0
2020,1505486,Amazônia,11834.39546,6489.1,5345.3,0.0,0.0,724417.0,34461.0,689956.0,314734.0,27472.0,128719.0,219031.0,,,3304.0
2021,1505486,Amazônia,11834.39546,6747.3,5087.1,0.0,0.0,867605.0,43953.0,823652.0,413225.0,28158.0,149731.0,232538.0,,,4430.0
2011,1505486,Amazônia,11834.39546,5172.2,6662.2,0.0,0.0,264384.0,10941.0,253444.0,100584.0,23965.0,45285.0,83610.0,,,9520.0
2004,1505486,Amazônia,11834.39546,3681.4,8153.0,0.0,0.0,97121.0,2736.0,94384.0,42574.0,8459.0,15157.0,28194.0,,,2052.0
2006,1505486,Amazônia,11834.39546,4173.8,7660.6,0.0,0.0,121874.0,3885.0,117988.0,45284.0,17841.0,19888.0,34975.0,,,2125.0
2008,1505486,Amazônia,11834.39546,4601.2,7233.2,0.0,0.0,176719.0,5943.0,170775.0,63945.0,16053.0,31673.0,59104.0,,,1492.0
2003,1505486,Amazônia,11834.39546,3419.1,8415.3,0.0,0.0,86369.0,2830.0,83539.0,43095.0,3760.0,12299.0,24385.0,,,1508.0
2010,1505486,Amazônia,11834.39546,4975.5,6858.9,0.0,0.0,224947.0,8528.0,216419.0,87888.0,24386.0,35759.0,68386.0,,,32942.0
2007,1505486,Amazônia,11834.39546,4342.1,7492.3,0.0,0.0,161547.0,5734.0,155812.0,58624.0,20153.0,28765.0,48270.0,,,1492.0
2015,1505486,Amazônia,11834.39546,5479.9,6354.5,0.0,0.0,433942.0,20746.0,413196.0,172991.0,17789.0,88075.0,134340.0,,,6623.0
2012,1505486,Amazônia,11834.39546,5205.9,6628.5,0.0,0.0,326519.0,19252.0,307267.0,119006.0,27684.0,61841.0,98735.0,,,13088.0
2017,1505486,Amazônia,11834.39546,5799.7,6034.7,0.0,0.0,580576.0,24303.0,556273.0,242167.0,27787.0,108193.0,178126.0,,,15.0
2013,1505486,Amazônia,11834.39546,5235.8,6598.6,0.0,0.0,341269.0,16108.0,325161.0,143643.0,16945.0,57084.0,107489.0,,,15425.0
2014,1505486,Amazônia,11834.39546,5314.3,6520.1,0.0,0.0,378513.0,16559.0,361954.0,149095.0,23991.0,69397.0,119471.0,,,15489.0
2016,1505486,Amazônia,11834.39546,5620.4,6214.0,0.0,0.0,510233.0,21651.0,488582.0,220755.0,23064.0,97821.0,146942.0,,,16.0
2019,1504950,Amazônia,2808.19818,1562.6,1245.4,0.0,0.2,208330.0,7476.0,200854.0,57261.0,7630.0,41339.0,94625.0,,,86.0
2004,1504950,Amazônia,2808.19818,1327.6,1480.4,0.0,0.2,43825.0,715.0,43110.0,13002.0,3863.0,5827.0,20417.0,,,169.0
2005,1504950,Amazônia,2808.19818,1359.1,1448.9,0.0,0.2,49638.0,869.0,48769.0,15213.0,2879.0,7150.0,23527.0,,,551.0
2007,1504950,Amazônia,2808.19818,1396.1,1411.9,0.0,0.2,66123.0,1391.0,64732.0,22290.0,4763.0,10378.0,27301.0,,,684.0
2011,1504950,Amazônia,2808.19818,1515.1,1292.9,0.0,0.2,122438.0,2645.0,119793.0,48054.0,6914.0,17326.0,47499.0,,,593.0
2008,1504950,Amazônia,2808.19818,1412.4,1395.6,0.0,0.2,68760.0,1331.0,67428.0,21498.0,3235.0,10984.0,31712.0,,,771.0
2012,1504950,Amazônia,2808.19818,1517.7,1290.3,0.0,0.2,107024.0,2758.0,104266.0,34770.0,1550.0,18424.0,49521.0,,,550.0
2021,1504950,Amazônia,2808.19818,1572.7,1235.3,0.0,0.2,350842.0,10318.0,340523.0,179895.0,11856.0,47033.0,101739.0,,,111.0
2006,1504950,Amazônia,2808.19818,1378.4,1429.6,0.0,0.2,60346.0,932.0,59414.0,21252.0,2667.0,8291.0,27203.0,,,557.0
2017,1504950,Amazônia,2808.19818,1553.7,1254.3,0.0,0.2,215609.0,6427.0,209183.0,75370.0,8708.0,39118.0,85986.0,,,79.0
2009,1504950,Amazônia,2808.19818,1472.0,1336.0,0.0,0.2,93763.0,1535.0,92228.0,35387.0,3391.0,13887.0,39563.0,,,787.0
2014,1504950,Amazônia,2808.19818,1538.1,1269.9,0.0,0.2,148127.0,4019.0,144108.0,52183.0,6453.0,25027.0,60446.0,,,590.0
2010,1504950,Amazônia,2808.19818,1482.0,1326.0,0.0,0.2,98465.0,1972.0,96494.0,38420.0,5015.0,14293.0,38767.0,,,680.0
2015,1504950,Amazônia,2808.19818,1540.8,1267.2,0.0,0.2,179038.0,5435.0,173603.0,64241.0,9359.0,33363.0,66640.0,,,655.0
2016,1504950,Amazônia,2808.19818,1548.2,1259.8,0.0,0.2,181541.0,6433.0,175107.0,53470.0,7851.0,37485.0,76301.0,,,80.0
2018,1504950,Amazônia,2808.19818,1558.2,1249.8,0.0,0.2,197887.0,6445.0,191442.0,60450.0,7738.0,40348.0,82906.0,,,99.0
2003,1504950,Amazônia,2808.19818,1220.2,1587.8,0.0,0.2,33006.0,648.0,32358.0,7857.0,2116.0,4277.0,18108.0,,,285.0
2020,1504950,Amazônia,2808.19818,1570.3,1237.7,0.0,0.2,257783.0,9565.0,248217.0,94620.0,7801.0,45602.0,100194.0,,,3027.0
2002,1504950,Amazônia,2808.19818,1220.1,1587.9,0.0,0.2,29398.0,543.0,28855.0,7478.0,1942.0,3952.0,15482.0,,,303.0
2013,1504950,Amazônia,2808.19818,1524.5,1283.5,0.0,0.2,167053.0,3270.0,163783.0,77163.0,7589.0,23051.0,55980.0,,,537.0
2004,1503408,Amazônia,462.33767,311.5,117.2,6.8,26.8,26302.0,1250.0,25052.0,9147.0,2543.0,5130.0,8232.0,,,1655.0
2007,1503408,Amazônia,462.33767,319.2,109.5,6.8,26.8,34604.0,1150.0,33454.0,11827.0,4517.0,4837.0,12273.0,,,2147.0
2019,1503408,Amazônia,462.33767,321.3,107.4,6.8,26.8,119814.0,7107.0,112707.0,40565.0,12793.0,15503.0,43846.0,,,11783.0
2011,1503408,Amazônia,462.33767,320.4,108.3,6.8,26.8,60713.0,1711.0,59002.0,25097.0,6294.0,7194.0,20417.0,,,5493.0
2013,1503408,Amazônia,462.33767,320.7,108.0,6.8,26.8,90811.0,2339.0,88472.0,41525.0,6920.0,10116.0,29910.0,,,6930.0
2005,1503408,Amazônia,462.33767,312.9,115.8,6.8,26.8,28361.0,990.0,27371.0,11837.0,2711.0,4338.0,8485.0,,,1728.0
2021,1503408,Amazônia,462.33767,321.8,106.9,6.8,26.8,174628.0,12260.0,162369.0,76519.0,19361.0,16987.0,49501.0,,,42245.0
2020,1503408,Amazônia,462.33767,321.5,107.2,6.8,26.8,155877.0,9736.0,146140.0,65517.0,16444.0,16280.0,47899.0,,,32309.0
2008,1503408,Amazônia,462.33767,320.3,108.4,6.8,26.8,39250.0,1193.0,38057.0,13314.0,4148.0,5338.0,15256.0,,,2857.0
2009,1503408,Amazônia,462.33767,320.4,108.3,6.8,26.8,40161.0,1309.0,38852.0,12753.0,3976.0,5754.0,16369.0,,,3381.0
2012,1503408,Amazônia,462.33767,320.5,108.2,6.8,26.8,63467.0,1899.0,61568.0,27409.0,3438.0,8261.0,22460.0,,,6911.0
2016,1503408,Amazônia,462.33767,320.8,107.9,6.8,26.8,112443.0,4612.0,107831.0,45534.0,10183.0,13911.0,38203.0,,,11152.0
2003,1503408,Amazônia,462.33767,306.9,121.8,6.8,26.8,20636.0,1039.0,19597.0,7102.0,1560.0,3679.0,7256.0,,,1410.0
2002,1503408,Amazônia,462.33767,300.2,128.5,6.8,26.8,15878.0,548.0,15330.0,4953.0,1471.0,2576.0,6331.0,,,484.0
2006,1503408,Amazônia,462.33767,317.5,111.2,6.8,26.8,28857.0,1176.0,27681.0,11096.0,2820.0,4660.0,9105.0,,,2582.0
2010,1503408,Amazônia,462.33767,320.4,108.3,6.8,26.8,45885.0,1330.0,44555.0,17037.0,4123.0,5956.0,17440.0,,,3510.0
2017,1503408,Amazônia,462.33767,321.0,107.7,6.8,26.8,114682.0,4553.0,110129.0,45084.0,10166.0,13854.0,41025.0,,,15268.0
2018,1503408,Amazônia,462.33767,321.1,107.6,6.8,26.8,126126.0,5883.0,120243.0,47723.0,11665.0,16762.0,44093.0,,,16612.0
2015,1503408,Amazônia,462.33767,320.7,108.0,6.8,26.8,95257.0,4086.0,91171.0,36243.0,9718.0,12042.0,33168.0,,,10425.0
2014,1503408,Amazônia,462.33767,320.7,108.0,6.8,26.8,86399.0,2542.0,83857.0,35603.0,7792.0,10516.0,29947.0,,,9005.0
2006,1503457,Amazônia,5219.28937,2520.8,2655.4,6.8,36.3,202693.0,5932.0,196761.0,84875.0,49285.0,25067.0,37535.0,,,20417.0
2020,1503457,Amazônia,5219.28937,2797.5,2378.7,6.8,36.3,607746.0,28048.0,579698.0,64688.0,154613.0,87510.0,272887.0,5.97,396.0,13411.0
2021,1503457,Amazônia,5219.28937,2827.1,2349.1,6.8,36.3,625213.0,33333.0,591880.0,83540.0,139061.0,89508.0,279771.0,6.02,403.0,10352.0
2009,1503457,Amazônia,5219.28937,2627.4,2548.8,6.8,36.3,273022.0,8898.0,264123.0,96381.0,63422.0,35061.0,69260.0,,,15996.0
2005,1503457,Amazônia,5219.28937,2493.4,2682.8,6.8,36.3,193796.0,5663.0,188134.0,74696.0,59289.0,24202.0,29946.0,,,20973.0
2014,1503457,Amazônia,5219.28937,2720.8,2455.4,6.8,36.3,487403.0,15177.0,472226.0,145295.0,110965.0,65603.0,150363.0,,,30300.0
2015,1503457,Amazônia,5219.28937,2734.8,2441.4,6.8,36.3,436248.0,17141.0,419107.0,73300.0,111196.0,63311.0,171300.0,,,27998.0
2013,1503457,Amazônia,5219.28937,2714.4,2461.8,6.8,36.3,471202.0,14029.0,457173.0,148344.0,117220.0,56438.0,135170.0,,,32546.0
2017,1503457,Amazônia,5219.28937,2754.5,2421.7,6.8,36.3,541030.0,20017.0,521014.0,85130.0,129149.0,80164.0,226571.0,,,2842.0
2007,1503457,Amazônia,5219.28937,2548.1,2628.1,6.8,36.3,221680.0,7209.0,214471.0,83744.0,55157.0,28508.0,47062.0,,,18785.0
2011,1503457,Amazônia,5219.28937,2687.1,2489.1,6.8,36.3,498873.0,12027.0,486846.0,141346.0,185270.0,58260.0,101971.0,,,11907.0
2008,1503457,Amazônia,5219.28937,2594.6,2581.6,6.8,36.3,281919.0,9302.0,272617.0,93587.0,85846.0,34694.0,58489.0,,,18730.0
2018,1503457,Amazônia,5219.28937,2767.0,2409.2,6.8,36.3,518924.0,20816.0,498108.0,59804.0,109294.0,86432.0,242578.0,,,4669.0
2012,1503457,Amazônia,5219.28937,2696.1,2480.1,6.8,36.3,440662.0,14344.0,426318.0,149389.0,106376.0,60620.0,109932.0,,,16178.0
2016,1503457,Amazônia,5219.28937,2746.1,2430.1,6.8,36.3,485041.0,20249.0,464792.0,106153.0,92321.0,75564.0,190753.0,,,3220.0
2003,1503457,Amazônia,5219.28937,2331.5,2844.7,6.8,36.3,153713.0,5468.0,148244.0,57518.0,49815.0,17314.0,23597.0,,,32539.0
2019,1503457,Amazônia,5219.28937,2774.3,2401.9,6.8,36.3,576413.0,25331.0,551082.0,45040.0,158913.0,97684.0,249445.0,,,6562.0
2002,1503457,Amazônia,5219.28937,2116.3,3059.9,6.8,36.3,113510.0,3614.0,109895.0,43086.0,32086.0,14515.0,20208.0,,,43330.0
2010,1503457,Amazônia,5219.28937,2672.8,2503.4,6.8,36.3,387767.0,10724.0,377043.0,98362.0,148013.0,44673.0,85994.0,,,10995.0
2004,1503457,Amazônia,5219.28937,2410.3,2765.9,6.8,36.3,191737.0,6546.0,185191.0,71335.0,64463.0,22248.0,27145.0,,,34505.0
2009,1506112,Amazônia,292.90262,73.2,174.4,25.3,20.0,41614.0,774.0,40841.0,11394.0,1128.0,6819.0,21500.0,,,17.0
2004,1506112,Amazônia,292.90262,66.2,181.4,25.3,20.0,21563.0,430.0,21133.0,7151.0,811.0,3211.0,9960.0,,,11.0
2019,1506112,Amazônia,292.90262,75.4,172.2,25.3,20.0,99904.0,3351.0,96553.0,23967.0,2772.0,18512.0,51302.0,,,106.0
2006,1506112,Amazônia,292.90262,67.3,180.3,25.3,20.0,28243.0,578.0,27665.0,9098.0,828.0,4237.0,13502.0,,,15.0
2020,1506112,Amazônia,292.90262,75.5,172.1,25.3,20.0,111330.0,3429.0,107901.0,30151.0,3006.0,18158.0,56586.0,,,118.0
2013,1506112,Amazônia,292.90262,73.7,173.9,25.3,20.0,71116.0,1441.0,69675.0,23744.0,1726.0,11911.0,32293.0,,,22.0
2002,1506112,Amazônia,292.90262,57.5,190.1,25.3,20.0,17775.0,322.0,17453.0,6713.0,553.0,2693.0,7493.0,,,10.0
2003,1506112,Amazônia,292.90262,64.9,182.7,25.3,20.0,18848.0,411.0,18437.0,6773.0,570.0,2682.0,8413.0,,,11.0
2011,1506112,Amazônia,292.90262,73.6,174.0,25.3,20.0,50848.0,1050.0,49798.0,15162.0,1327.0,8182.0,25128.0,,,24.0
2010,1506112,Amazônia,292.90262,73.6,174.0,25.3,20.0,43000.0,877.0,42123.0,12598.0,1237.0,6738.0,21550.0,,,18.0
2005,1506112,Amazônia,292.90262,66.8,180.8,25.3,20.0,25219.0,526.0,24693.0,8194.0,707.0,3937.0,11855.0,,,12.0
2008,1506112,Amazônia,292.90262,72.8,174.8,25.3,20.0,36122.0,653.0,35468.0,10327.0,939.0,5654.0,18549.0,,,16.0
2018,1506112,Amazônia,292.90262,75.4,172.2,25.3,20.0,97467.0,2815.0,94653.0,24674.0,2986.0,17662.0,49331.0,,,111.0
2012,1506112,Amazônia,292.90262,73.7,173.9,25.3,20.0,55967.0,1023.0,54944.0,19829.0,-1964.0,9597.0,27482.0,,,24.0
2015,1506112,Amazônia,292.90262,74.9,172.7,25.3,20.0,75765.0,1740.0,74025.0,24220.0,2251.0,11844.0,35710.0,,,18.0
2017,1506112,Amazônia,292.90262,75.2,172.4,25.3,20.0,90640.0,2558.0,88083.0,23400.0,2679.0,15138.0,46866.0,,,96.0
2007,1506112,Amazônia,292.90262,70.8,176.8,25.3,20.0,32669.0,644.0,32025.0,8841.0,844.0,5399.0,16941.0,,,16.0
2014,1506112,Amazônia,292.90262,73.7,173.9,25.3,20.0,70659.0,1336.0,69324.0,22459.0,1956.0,11398.0,33511.0,,,24.0
2021,1506112,Amazônia,292.90262,75.6,172.0,25.3,20.0,120882.0,3012.0,117870.0,37132.0,3066.0,16690.0,60981.0,,,129.0
2016,1506112,Amazônia,292.90262,75.0,172.6,25.3,20.0,84625.0,2112.0,82513.0,26257.0,2689.0,14521.0,39046.0,,,10.0
2009,1505007,Amazônia,493.99495,376.8,94.5,19.2,3.5,52424.0,1963.0,50461.0,11355.0,2152.0,14104.0,22850.0,,,35.0
2017,1505007,Amazônia,493.99495,379.1,92.2,19.2,3.5,122891.0,5403.0,117488.0,27834.0,5725.0,30118.0,53810.0,,,11.0
2006,1505007,Amazônia,493.99495,373.9,97.4,19.2,3.5,31388.0,1316.0,30071.0,6265.0,1418.0,8089.0,14300.0,,,34.0
2004,1505007,Amazônia,493.99495,368.2,103.1,19.2,3.5,29655.0,1120.0,28535.0,8137.0,1722.0,6994.0,11682.0,,,30.0
2014,1505007,Amazônia,493.99495,377.7,93.6,19.2,3.5,95587.0,3544.0,92043.0,23049.0,5103.0,22973.0,40918.0,,,43.0
2018,1505007,Amazônia,493.99495,379.6,91.7,19.2,3.5,118687.0,5427.0,113260.0,21087.0,5637.0,31564.0,54972.0,,,12.0
2012,1505007,Amazônia,493.99495,377.3,94.0,19.2,3.5,75151.0,2693.0,72458.0,15201.0,5841.0,18635.0,32781.0,,,44.0
2015,1505007,Amazônia,493.99495,378.0,93.3,19.2,3.5,100631.0,4203.0,96428.0,22597.0,4944.0,24800.0,44087.0,,,19.0
2007,1505007,Amazônia,493.99495,374.2,97.1,19.2,3.5,36678.0,1493.0,35186.0,6418.0,1402.0,10172.0,17193.0,,,34.0
2021,1505007,Amazônia,493.99495,379.7,91.6,19.2,3.5,147491.0,9268.0,138223.0,28335.0,5209.0,36231.0,68447.0,,,15.0
2003,1505007,Amazônia,493.99495,361.8,109.5,19.2,3.5,24874.0,1150.0,23724.0,5622.0,1158.0,5838.0,11106.0,,,34.0
2020,1505007,Amazônia,493.99495,379.7,91.6,19.2,3.5,143838.0,8848.0,134990.0,27660.0,5823.0,36044.0,65463.0,,,14.0
2010,1505007,Amazônia,493.99495,377.0,94.3,19.2,3.5,56296.0,2036.0,54260.0,13462.0,2548.0,13688.0,24562.0,,,34.0
2008,1505007,Amazônia,493.99495,376.5,94.8,19.2,3.5,41130.0,1621.0,39510.0,7737.0,1675.0,11114.0,18983.0,,,32.0
2011,1505007,Amazônia,493.99495,377.2,94.1,19.2,3.5,65563.0,2139.0,63424.0,15312.0,2928.0,15342.0,29842.0,,,41.0
2016,1505007,Amazônia,493.99495,378.5,92.8,19.2,3.5,114442.0,5179.0,109263.0,27615.0,5718.0,29432.0,46498.0,,,11.0
2002,1505007,Amazônia,493.99495,334.2,137.1,19.2,3.5,21935.0,569.0,21366.0,5338.0,1248.0,5127.0,9653.0,,,31.0
2013,1505007,Amazônia,493.99495,377.7,93.6,19.2,3.5,90210.0,2994.0,87217.0,26585.0,3941.0,19840.0,36850.0,,,44.0
2005,1505007,Amazônia,493.99495,370.1,101.2,19.2,3.5,29620.0,1249.0,28371.0,6211.0,1618.0,7426.0,13116.0,,,35.0
2019,1505007,Amazônia,493.99495,379.6,91.7,19.2,3.5,115806.0,6623.0,109183.0,13516.0,5277.0,31565.0,58824.0,,,11.0
2010,1508001,Amazônia,5141.68195,2926.9,2214.3,0.1,0.4,335913.0,20434.0,315479.0,73129.0,59736.0,82014.0,100600.0,,,7952.0
2015,1508001,Amazônia,5141.68195,2960.4,2180.8,0.1,0.4,557048.0,36833.0,520215.0,118917.0,51060.0,156187.0,194051.0,,,7352.0
2009,1508001,Amazônia,5141.68195,2891.0,2250.2,0.1,0.4,285637.0,16998.0,268639.0,65420.0,36553.0,77692.0,88973.0,,,6161.0
2014,1508001,Amazônia,5141.68195,2955.5,2185.7,0.1,0.4,515999.0,30410.0,485590.0,125332.0,57691.0,137233.0,165334.0,,,10504.0
2006,1508001,Amazônia,5141.68195,2808.9,2332.3,0.1,0.4,235813.0,15843.0,219970.0,60728.0,40992.0,60936.0,57314.0,,,2675.0
2007,1508001,Amazônia,5141.68195,2841.2,2300.0,0.1,0.4,259295.0,14383.0,244913.0,72646.0,38329.0,70451.0,63487.0,,,3526.0
2017,1508001,Amazônia,5141.68195,2979.2,2162.0,0.1,0.4,639412.0,40485.0,598927.0,114144.0,51557.0,189177.0,244049.0,,,4759.0
2018,1508001,Amazônia,5141.68195,2995.7,2145.5,0.1,0.4,667658.0,46437.0,621222.0,103085.0,53379.0,206617.0,258142.0,,,4894.0
2011,1508001,Amazônia,5141.68195,2933.2,2208.0,0.1,0.4,397127.0,28005.0,369122.0,83043.0,65596.0,93667.0,126816.0,,,5104.0
2013,1508001,Amazônia,5141.68195,2947.8,2193.4,0.1,0.4,469054.0,31792.0,437262.0,119899.0,44105.0,116738.0,156520.0,,,21617.0
2016,1508001,Amazônia,5141.68195,2967.7,2173.5,0.1,0.4,643689.0,39263.0,604426.0,152872.0,51540.0,180914.0,219100.0,,,4435.0
2003,1508001,Amazônia,5141.68195,2680.4,2460.8,0.1,0.4,155950.0,9303.0,146648.0,33344.0,33090.0,35830.0,44383.0,,,3231.0
2008,1508001,Amazônia,5141.68195,2877.2,2264.0,0.1,0.4,290824.0,16258.0,274566.0,79467.0,41752.0,75593.0,77753.0,,,3981.0
2021,1508001,Amazônia,5141.68195,3048.1,2093.1,0.1,0.4,1040635.0,105616.0,935019.0,224587.0,109071.0,265620.0,335742.0,7.27,269.0,11742.0
2004,1508001,Amazônia,5141.68195,2731.5,2409.7,0.1,0.4,179081.0,9457.0,169624.0,35580.0,44271.0,41362.0,48410.0,,,2433.0
2012,1508001,Amazônia,5141.68195,2934.2,2207.0,0.1,0.4,435061.0,34263.0,400798.0,97482.0,33548.0,128953.0,140816.0,,,26537.0
2019,1508001,Amazônia,5141.68195,3009.2,2132.0,0.1,0.4,710991.0,57674.0,653317.0,111046.0,57995.0,216695.0,267581.0,,,7496.0
2002,1508001,Amazônia,5141.68195,2653.2,2488.0,0.1,0.4,148194.0,8434.0,139760.0,32532.0,34129.0,33887.0,39212.0,,,3231.0
2020,1508001,Amazônia,5141.68195,3025.2,2116.0,0.1,0.4,816244.0,77317.0,738927.0,126641.0,78723.0,232531.0,301032.0,6.62,321.0,10932.0
2005,1508001,Amazônia,5141.68195,2794.1,2347.1,0.1,0.4,206928.0,11139.0,195789.0,55451.0,38239.0,48559.0,53540.0,,,2435.0
2015,1503804,Amazônia,2060.35978,1516.2,278.5,0.0,265.7,458521.0,35080.0,423441.0,55755.0,37432.0,155085.0,175169.0,,,2721.0
2021,1503804,Amazônia,2060.35978,1532.3,262.4,0.0,265.7,615695.0,54947.0,560748.0,68475.0,29735.0,211319.0,251218.0,9.83,19.0,452.0
2002,1503804,Amazônia,2060.35978,1398.6,396.1,0.0,265.7,105151.0,7643.0,97508.0,6876.0,19852.0,33801.0,36980.0,,,443.0
2016,1503804,Amazônia,2060.35978,1518.4,276.3,0.0,265.7,489836.0,35863.0,453973.0,66543.0,34267.0,165319.0,187844.0,,,1846.0
2019,1503804,Amazônia,2060.35978,1526.9,267.8,0.0,265.7,488417.0,39007.0,449411.0,39316.0,29680.0,179552.0,200863.0,,,461.0
2004,1503804,Amazônia,2060.35978,1442.8,351.9,0.0,265.7,153754.0,11287.0,142467.0,15868.0,30493.0,50363.0,45743.0,,,1079.0
2009,1503804,Amazônia,2060.35978,1499.1,295.6,0.0,265.7,254583.0,17511.0,237072.0,17014.0,38978.0,87471.0,93608.0,,,1885.0
2008,1503804,Amazônia,2060.35978,1495.5,299.2,0.0,265.7,224646.0,14556.0,210090.0,17192.0,32679.0,78800.0,81419.0,,,2144.0
2005,1503804,Amazônia,2060.35978,1469.2,325.5,0.0,265.7,172593.0,13890.0,158703.0,20075.0,29531.0,57193.0,51904.0,,,3242.0
2010,1503804,Amazônia,2060.35978,1505.8,288.9,0.0,265.7,263119.0,18714.0,244406.0,25304.0,35742.0,89744.0,93616.0,,,2437.0
2017,1503804,Amazônia,2060.35978,1520.4,274.3,0.0,265.7,489217.0,33582.0,455635.0,61167.0,31371.0,163710.0,199387.0,,,1607.0
2020,1503804,Amazônia,2060.35978,1530.7,264.0,0.0,265.7,530795.0,41721.0,489074.0,50200.0,30981.0,176938.0,230954.0,9.55,24.0,465.0
2014,1503804,Amazônia,2060.35978,1512.9,281.8,0.0,265.7,415245.0,31150.0,384095.0,48228.0,37463.0,145710.0,152694.0,,,4643.0
2006,1503804,Amazônia,2060.35978,1477.3,317.4,0.0,265.7,190310.0,14247.0,176063.0,21965.0,33749.0,62955.0,57394.0,,,3900.0
2018,1503804,Amazônia,2060.35978,1523.1,271.6,0.0,265.7,484129.0,35368.0,448761.0,43140.0,34737.0,175735.0,195149.0,,,294.0
2007,1503804,Amazônia,2060.35978,1489.5,305.2,0.0,265.7,219449.0,15430.0,204018.0,18400.0,42582.0,74014.0,69023.0,,,3038.0
2013,1503804,Amazônia,2060.35978,1510.9,283.8,0.0,265.7,377070.0,26332.0,350738.0,48015.0,32724.0,127062.0,142938.0,,,7915.0
